Gender,Height,Weight,Muscle,Brain
Female,142.41,56.22,80.10501,176.1758937
Female,166.62,82.8,97.38714,203.9754656
Female,160.62,70.77,90.88893,193.680085
Male,168.61,38.38,79.83953,175.7378071
Male,175.11,81.72,99.21441,206.8391716
Male,167.98,89.93,100.65217,209.0831724
Male,172.8,79.67,97.76329,204.5660599
Male,164.2,75.25,93.66815,198.1051114
Female,171.2,42.74,82.30558,179.7933746
Female,150.91,63.9,85.50027,185.0023899
Male,163.73,80.91,95.84628,201.5501707
Male,174.34,93.84,103.94166,214.1874204
Female,153.14,69.41,88.33825,189.5890794
Female,163.31,61.12,87.67961,188.5279222
Female,127.83,61.19,78.23494,173.0821532
Male,183.43,72.05,97.50016,204.1529784
Male,165.99,74.58,93.87339,198.4305793
Male,168.06,83.85,98.19897,205.2494129
Female,175.72,63.38,91.9129,195.3143155
Female,154.84,58.8,84.47388,183.3342287
Female,134.39,63.09,80.75976,177.2547936
Female,121.82,60.41,76.31281,169.8829556
Male,172.55,85.25,99.9676,208.0157282
Male,176.29,85.75,101.16968,209.8889168
Male,168.03,84.89,98.61424,205.9000481
Male,165.61,71.6,92.55907,196.3432434
Female,167.32,60.76,88.60376,190.0162916
Female,150.93,78.47,91.4356,194.553126
Female,145.74,56.78,81.22204,178.0152235
Male,167.34,61.35,88.84923,190.4109744
Male,180.08,71.44,96.35744,202.3558033
Male,173.09,83.57,99.42802,207.1730775
Male,171.33,66.13,91.86002,195.2300321
Female,164.28,50.62,83.6651,182.0161714
Male,195,78.64,103.27148,213.1508284
Male,158.25,72.62,91.00909,193.8720948
Male,184.62,68.2,96.25094,202.1880384
Male,179.91,57.93,90.81348,193.5594872
Female,153.14,59.62,84.35372,183.1386059
Male,158.25,87.68,97.13851,203.5847778
Male,179.08,97.79,106.81489,218.6127927
Male,185.37,96.05,107.78614,220.1019619
Male,168.71,49.19,84.2659,182.9955891
Male,164.33,62.71,88.59908,190.0087642
Female,149.63,78.91,91.26758,194.2849346
Female,137.23,71.39,84.89614,184.0211254
Female,149.29,72.1,88.40513,189.6967212
Male,179.37,70.36,95.72831,201.3640873
Male,167.13,64.58,90.10777,192.4302772
Male,193.76,61.9,96.12722,201.9930892
Male,170.38,85.5,99.48996,207.2698658
Male,174.04,60.91,90.45905,192.9926373
Male,160.04,56.86,85.0727,184.3080849
Female,135.7,76.76,86.67322,186.9026343
Male,160.17,63.73,87.9035,188.8888618
Male,177.9,91.02,103.74444,213.882547
Male,178.14,84.07,100.97987,209.5935094
Male,156.06,75.74,91.6942,194.9656596
Female,162.16,61.8,87.64932,188.4790731
Female,137.82,79.34,88.28932,189.5103148
Female,149.29,65.29,85.63346,185.2184916
Female,155.72,48.28,80.4272,176.7070742
Female,144.44,59.99,82.18141,179.5899027
Female,153.08,60.59,84.73249,183.7550151
Female,151.99,72.22,89.17487,190.9341393
Female,137.32,52.7,77.31334,171.5507222
Male,168.99,88.59,100.37646,208.6534791
Male,174.3,65.52,92.40474,196.0976599
Female,137.65,63.39,81.75228,178.8861138
Female,153.29,52.46,81.47965,178.4385108
Female,138.18,68.91,84.14043,182.7911939
Male,143.87,65.82,84.40203,183.2172639
Male,159.49,74.99,92.30476,195.9385082
Male,169.98,75.98,95.50852,201.0172422
Female,155.01,50.65,81.20222,177.9826428
Female,149.6,76.38,90.22986,192.6257917
Male,167.15,76.77,95.07444,200.3316445
Male,182.59,70.55,96.66538,202.8406278
Male,175.63,75.14,96.67519,202.8560664
Male,156.38,47.72,80.3755,176.6218745
Female,153.97,75.77,91.14838,194.0945942
Male,163.36,51.67,83.84681,182.312578
Male,166.5,54.24,85.73118,185.3769895
Male,141.65,80.99,89.98348,192.2311716
Male,166.84,47.71,83.16425,181.1983466
Female,131,51.53,75.14971,167.9373152
Female,147.04,47.17,77.65787,172.1237621
Female,149.09,73.99,89.12096,190.8475619
Male,174.12,85.09,100.32167,208.5680539
Female,159.35,66.25,88.7102,190.1874663
Female,153.17,67.96,87.75611,188.651276
Male,177.24,73.04,96.25036,202.1871246
Male,182.22,44.16,85.82586,185.5305137
Male,186.85,91.68,106.40271,217.9797956
Male,163.15,73.22,92.56159,196.3472526
Female,145.34,81.95,91.35943,194.4315597
Male,178.42,87.06,102.27156,211.6010822
Male,171.39,74.92,95.45357,200.9304958
Female,147.92,72.56,88.22656,189.4092715
Female,135.55,67.98,83.05971,181.0274909
Female,169.93,53.93,86.52082,186.6561029
Female,141.19,70.14,85.44471,184.9122185
Female,137,45.14,74.15098,166.2606199
Female,129.84,46.96,72.98,164.2875369
Male,150.15,30.53,71.71576,162.1484039
Male,190.04,49.03,89.89589,192.090816
Male,174.43,96.62,105.09715,215.970746
Male,181.21,59.55,91.81992,195.1661103
Female,25.68,58.99,50.06549,123.8384699
Female,146,70.78,86.98946,187.4138577
Female,155.06,52.71,82.05399,179.3810254
Male,177.15,73.29,96.32808,202.3095584
Male,181.53,60.14,92.14549,195.6848875
Male,161.67,73.97,92.47168,196.2041933
Male,155.23,85.44,95.42049,200.8782683
Male,182.88,106.44,111.35004,225.5378869
Female,147.86,51.29,79.55365,175.2656496
Female,154.49,65.46,87.09105,187.5779862
Male,150.04,85.21,93.94115,198.5379935
Female,155.54,73.5,90.64368,193.2879904
Female,156.26,69.33,89.13873,190.8761013
Female,149.73,66.46,86.22713,186.1807058
Female,170.57,65.73,91.4943,194.6467932
Female,145.77,52.61,79.53286,175.2312964
Female,172,76.66,96.32462,202.3041083
Male,178.86,83.67,101.00931,209.6393369
Male,170.74,90.28,101.53154,210.4517077
Male,178.1,63.78,92.71116,196.5851623
Female,154.72,59.09,84.55987,183.4741794
Female,135.8,61.36,80.43212,176.7151814
Male,159.27,112.28,107.42305,219.5456483
Male,194.12,60.81,95.77971,201.4451716
Female,151.64,37.06,74.7713,167.3026895
Female,141.79,63.76,83.00825,180.9433671
Female,131.7,78.36,86.25642,186.2281358
Female,167.94,62.46,89.4612,191.3937552
Female,164.09,51.3,83.89113,182.3848487
Female,153.91,63.76,86.24429,186.2084939
Female,161.55,49.18,82.35011,179.8663252
Female,162.04,78.29,94.32871,199.1519878
Female,155.17,68.16,88.37151,189.6426131
Female,146.47,42.32,75.53173,168.5771852
Male,172.26,41.07,81.90891,179.1430995
Male,171.05,99.68,105.44011,216.4991082
Female,152.08,56.88,82.95552,180.8571536
Female,179.16,66.57,94.12971,198.8367997
Male,167.78,52.76,85.47058,184.9542062
Male,173.78,77.89,97.30049,203.8393354
Male,187.64,58.31,93.03205,197.0952542
Male,179.29,79.78,99.54089,207.3494385
Female,150.78,67.35,86.86971,187.2203285
Female,134.21,59.56,79.27499,174.8050082
Female,140.57,59.6,80.98939,177.6326603
Male,173.63,65.63,92.27062,195.8841531
Female,138.62,76.74,87.44472,188.1490014
Male,168.64,69.62,92.56222,196.3482549
Male,169.58,68.77,92.46725,196.1971437
Male,187.08,76.41,100.24923,208.455092
Male,178.12,70.81,95.57771,201.1264507
Male,181.72,27.73,79.00535,174.3588918
Male,185.99,99.17,109.22152,222.2966337
Male,194.32,64.54,97.35122,203.9190376
Female,150.82,37.65,74.79249,167.3382482
Female,145.08,42.59,75.27049,168.1397051
Male,168.92,95.59,103.20677,213.0506502
Male,168.51,57.28,87.50513,188.2464781
Male,162.43,77.24,94.00549,198.6399683
Female,146.67,63.2,84.08329,182.6980855
Female,149.62,50.48,79.6939,175.4973385
Female,146.28,68.86,86.28278,186.2708177
Male,157.99,90.49,98.21276,205.2710297
Male,175.96,82.98,99.95418,207.9947842
Male,169.78,88.67,100.61995,209.0329728
Female,144.35,71.33,86.77276,187.0635977
Female,145.62,69.02,86.17168,186.0909033
Male,170.91,91.65,102.13452,211.3883935
Male,163.37,44.12,80.77663,177.2825631
Male,158.36,70.65,90.23667,192.6366953
Female,158.92,50.47,82.17293,179.5760041
Female,148.03,55.76,81.41833,178.3377843
Female,148.79,62.35,84.30338,183.0566307
Male,177.54,51.9,87.72648,188.6035017
Male,170.96,83.22,98.71686,206.0607251
Male,185.36,60.06,93.13554,197.2596698
Male,160.76,63.44,87.943,188.952517
Female,160.25,52.41,83.31762,181.4489109
Female,147.88,62.95,84.30461,183.0586338
Female,157.41,63.56,87.09739,187.5882275
Female,154.47,45.89,79.12072,174.5498167
Female,149.38,62.43,84.49347,183.366115
Male,161.29,58.77,86.18382,186.1105656
Male,137.07,55,78.18269,172.99545
Male,172.07,69.9,93.59199,197.9842922
Female,138.35,56.16,78.99657,174.344359
Female,144.78,48.98,77.79112,172.3452198
Female,145.92,46.9,77.24894,171.4435381
Female,174.78,52.74,87.33144,187.966169
Male,170,75.65,95.37955,200.813625
Female,142.86,54.83,79.65943,175.4404045
Female,161.04,76.66,93.3983,197.6769141
Female,150.06,64.25,85.41577,184.8652444
Female,153.97,67.24,87.67667,188.523181
Male,180.28,92.56,105.00668,215.8312966
Male,179.63,89.83,103.72202,213.8478797
Male,176.25,76.66,97.45937,204.0889183
Male,172.54,85.74,100.16436,208.322721
Male,167.8,93.25,101.95535,211.1102106
Female,136.1,60.17,80.02789,176.0486702
Female,150.63,71.46,88.50243,189.8532869
Female,154.85,83.75,94.6312,199.6307712
Female,132.65,59.31,78.75672,173.9471989
Male,158.45,68.09,89.21878,191.0046474
Female,141.9,54.58,79.30136,174.8486166
Female,139.74,50.44,77.03966,171.0950686
Male,173.8,83.78,99.70306,207.6027441
Male,195.35,70.66,100.11707,208.248951
Male,174.31,64.81,92.11844,195.6418023
Male,187.06,100.25,109.94677,223.4027838
Female,141.27,79.56,89.30001,191.1350589
Female,154.27,77.32,91.85933,195.2289323
Female,150.97,79.39,91.82072,195.1673856
Male,161.27,49.95,82.58874,180.2570895
Male,184.94,85.58,103.41004,213.3652818
Male,168.92,62.51,89.74321,191.8460774
Female,159.91,79.16,94.11409,198.8120528
Female,142.27,49.6,77.37329,171.6504799
Female,158.57,42.54,78.85197,174.1049565
Male,171.72,63.03,90.70245,193.3819734
Male,174.96,45.23,84.32293,183.088468
Male,157.19,84.92,95.73217,201.3701769
Male,171.78,83.87,99.20035,206.8171873
Male,185.27,62.23,93.9947,198.622868
Male,180.06,95.79,106.26255,217.7644081
Female,162.98,65.78,89.48812,191.4369482
Female,149.66,70.26,87.75504,188.6495508
Female,153.64,78.18,92.04114,195.5186617
Female,162.6,56.4,85.569,185.1139153
Female,136.8,43.43,73.40161,164.9988485
Female,148.16,50.68,79.38548,174.987703
Male,174.16,73.87,95.76581,201.4232452
Male,163.73,74.76,93.34323,197.5894911
Male,184.48,59.94,92.85174,196.8086848
Female,138.77,46.12,75.02243,167.7239452
Female,152.06,68.68,87.75278,188.645907
Female,143.06,69.29,85.59805,185.1610468
Female,156.79,58.77,84.98232,184.1612107
Female,150.39,66.86,86.56615,186.7294428
Female,142.17,63.7,83.08529,181.0693027
Male,164.86,87.15,98.68767,206.0150252
Male,197.7,62.53,97.43561,204.0516004
Male,170.82,81.1,97.81664,204.6497788
Female,135.05,64.05,81.3267,178.1872342
Female,149.93,60.47,83.8426,182.3057124
Female,149.71,64.19,85.2979,184.673882
Female,152.66,69.53,88.25893,189.4613893
Male,167.04,57.38,87.15334,187.678598
Male,156.98,85.05,95.72901,201.3651916
Male,173.43,70.43,94.17082,198.9019258
Male,176.7,69.71,94.75087,199.8200801
Female,163.22,89.68,99.2795,206.9409364
Female,152.91,55.36,82.55849,180.2075697
Female,141.65,46.44,75.92163,169.2294203
Female,153.63,64.35,86.40966,186.4762153
Male,195.21,104.27,113.75896,229.1875034
Female,149.45,60.96,83.91387,182.4219262
Male,163.25,75.96,93.70347,198.1611343
Male,169.76,51.22,85.37246,184.7949381
Male,170.81,68.12,92.53111,196.2987586
Male,177.06,64.08,92.55558,196.3376909
Male,170.04,96.73,103.96979,214.2308935
Male,167.51,42.33,81.15348,177.9025139
Male,178.05,90.86,103.71937,213.843782
Female,155.19,60.31,85.1819,184.4854909
Female,159.96,63.89,87.91255,188.9034467
Female,175.91,109.83,110.86878,224.8064023
Male,165.8,64.16,89.58172,191.5871035
Male,170.81,62.4,90.20307,192.582896
Male,165.44,66.68,90.51124,193.076141
Male,169.67,65.47,91.14818,194.0942747
Male,173.86,82.28,99.10858,206.6736761
Male,172.96,78.83,97.46413,204.0963941
Female,154.62,54.17,82.53073,180.1621222
Female,143.41,68.53,85.38218,184.8107176
Female,160.51,55.09,84.4778,183.3406094
Female,144.82,64.9,84.28124,183.0205733
Female,138.13,53,77.65171,172.1135221
Female,137.57,87.31,91.46636,194.6022114
Male,171.83,86.04,100.09689,208.2174686
Male,168.21,76.22,95.13361,200.4251452
Male,161.16,61.96,87.44744,188.1533907
Male,164.03,86.06,98.02243,204.9726059
Female,156.84,59.7,85.37418,184.7977304
Male,179.32,53.95,89.03609,190.7112374
Female,148.14,73.93,88.84289,190.4007839
Female,159,69.2,89.8174,191.9650133
Female,157.12,67.2,88.50144,189.8516941
Male,170.25,50.15,85.0678,184.300123
Male,174.05,60.3,90.21345,192.5995166
Male,166.8,63.13,89.42951,191.3429047
Female,164.82,65.06,89.68636,191.754923
Female,145.62,74.49,88.39797,189.6851983
Female,164.67,85.08,97.79445,204.6149588
Male,159.69,79.28,94.10419,198.7963676
Male,160.22,75.02,92.51188,196.2681614
Male,153.91,71.08,89.22353,191.0122741
Male,186.59,59.33,93.16684,197.3093874
Male,174.13,59,89.70571,191.7859508
Male,184.16,72.7,97.95962,204.8740925
Male,168.02,59.88,88.4325,189.7407667
Male,176.15,58.07,89.86654,192.0437774
Male,165.83,81.22,96.53315,202.6324906
Female,144.97,65.81,84.69166,183.6886017
Female,159.45,59.82,86.11989,186.0070152
Male,173.87,61.25,90.55204,193.1414125
Male,179.99,61.19,92.16166,195.7106415
Male,188.67,94.04,107.84917,220.1984864
Male,168.69,79.16,96.45835,202.5147199
Male,182.62,84.11,102.19231,211.4780934
Male,184.91,94.5,107.03247,218.9466905
Female,146.52,70.17,86.88003,187.2370093
Female,136.49,86.13,90.69774,193.3744418
Male,154.99,57.97,84.17612,182.849342
Male,181.66,95.3,106.49032,218.1143921
Male,179.85,32.32,80.37419,176.6197155
Female,156.48,66.71,88.13113,189.2555952
Female,144.92,73.09,87.64127,188.4660901
Female,156.46,76.51,92.11439,195.6353512
Female,137.17,58.86,79.78041,175.6401996
Female,135.57,69,83.48019,181.7143796
Male,173.55,79.02,97.69899,204.4651425
Male,163.76,54.7,85.18682,184.4934826
Male,180,81.08,100.25956,208.4712017
Male,175.4,89.12,102.30364,211.6508607
Female,141,44.31,74.88117,167.4870334
Female,151.36,69.84,88.038,189.1055827
Female,151.17,50.96,80.30311,176.5025556
Female,145.15,53.54,79.74583,175.5830994
Male,189.76,73.07,99.60541,207.4502295
Male,170.91,100.04,105.54925,216.6671585
Male,173.93,52.23,86.89692,187.2643087
Female,156.96,88.35,97.06677,203.4720018
Female,149.13,58.79,82.94524,180.8403443
Female,135.55,64.82,81.77359,178.9210847
Male,164.13,71.2,92.00111,195.4548829
Male,164.44,71.62,92.25482,195.8589958
Female,129.95,62.02,79.13879,174.5797143
Female,158.8,57.34,84.93698,184.0875151
Female,138.02,74.36,86.31586,186.324376
Female,132.94,46.57,73.64897,165.4157019
Female,165.06,50.39,83.77975,182.203208
Female,156.43,68.86,88.99283,190.6417374
Male,152.3,66.93,87.10461,187.5998901
Male,168.25,77.09,95.49838,201.0012357
Male,178.64,59.34,91.04826,193.9346729
Male,164.61,89.55,99.59772,207.4382173
Male,185.27,86.34,103.80747,213.9799979
Female,151.48,57.28,82.95812,180.861405
Female,137.08,68.66,83.74498,182.146492
Female,128.3,63.39,79.25583,174.7733207
Male,177.72,58.24,90.35492,192.8259938
Male,171.95,77.64,96.71013,202.9110505
Male,168.52,63.01,89.83991,192.0010949
Male,170.93,77.52,96.38895,202.4054308
Female,137.01,61.8,80.93427,177.5419823
Female,136.96,66.82,82.96406,180.8711175
Female,147.51,55.69,81.251,178.0628254
Male,185.28,76.71,99.89073,207.8957515
Female,131.39,54.74,76.56031,170.2960154
Female,140.33,55.17,79.1223,174.5524309
Male,158.66,81.9,94.89552,200.0488258
Male,173.11,92.5,103.06787,212.8355646
Male,177.27,69.84,94.95597,200.1443939
Female,145.63,54.53,80.27692,176.4593805
Female,153.83,49.44,80.39469,176.6535005
Male,178.38,63,92.46846,196.1990692
Male,174.46,39.2,81.73522,178.8581157
Male,170.32,74.88,95.1516,200.4535702
Male,161.97,68.99,90.52492,193.098027
Female,148.91,40.98,75.63783,168.7547553
Female,165.45,68.45,91.2343,194.2317988
Female,161.46,61.19,87.21415,187.776802
Female,137.76,82.97,89.75071,191.858102
Male,145.63,77.31,89.54838,191.5336232
Male,170.13,52.95,86.17536,186.0968636
Male,178.62,89.42,103.28548,213.1724999
Female,148.37,65.66,85.53841,185.0642809
Female,142.83,76.49,88.46704,189.7963458
Female,147.07,46.73,77.4868,171.8393094
Male,171.38,69.41,93.20833,197.3752846
Male,166.4,64.04,89.69308,191.7656988
Male,168.19,63.32,89.87797,192.0620965
Male,178.28,74.64,97.17924,203.6487965
Female,135.01,70.58,83.97373,182.5195155
Male,145.29,60.54,82.63221,180.3282426
Female,143.46,58.52,81.32146,178.1786235
Female,131.95,68.01,82.11072,179.4740319
Male,177.17,99.57,107.02938,218.9419498
Male,169.36,72.72,94.01616,198.6568779
Male,171.07,84.36,99.21021,206.8326045
Male,167.12,87.62,99.48238,207.258022
Male,162.07,97.9,102.31799,211.6731263
Female,159.74,66.36,88.8591,190.4268383
Female,162.24,52.32,83.81232,182.25633
Female,153.68,56.23,83.11817,181.123042
Male,183.31,93.18,106.06803,217.4653665
Male,171.94,87.74,100.81816,209.3417254
Male,167.89,77.48,95.56099,201.1000619
Male,176.8,73.81,96.44627,202.4956981
Male,167.56,71.21,92.92099,196.9187613
Male,178.43,77.57,98.4118,205.5829556
Female,148.83,65.2,85.47401,184.9597729
Female,139.77,62.89,82.11482,179.480753
Male,160.5,78.17,93.86869,198.4231281
Male,182.69,52.7,89.42713,191.3390855
Female,139.6,43.07,74.00269,166.0111867
Female,138.05,63.12,81.74919,178.8810427
Female,148.89,53.18,80.59789,176.9882676
Female,138.49,53.86,78.09785,172.8546363
Female,155.09,49.34,80.69041,177.1406222
Male,178.78,47.85,86.40921,186.475487
Male,164.94,100.82,104.27272,214.6988662
Male,180.19,88.39,103.28546,213.1724689
Female,144.85,54.64,80.11343,176.1897822
Female,164.39,57.91,86.6615,186.8836792
Male,167.36,64.37,90.08371,192.3917398
Male,168.55,70.26,92.79867,196.7243133
Male,179.41,71.78,96.31693,202.2919951
Male,170.41,43.84,82.54235,180.1811465
Female,141.16,49.27,76.94261,170.9333915
Male,167.89,65.98,90.88049,193.6665959
Male,158.14,81.58,94.62644,199.62324
Male,168.62,96.75,103.59879,213.6573002
Male,179.49,88.46,103.12705,212.9272132
Male,168.88,74.09,94.44559,199.3370317
Male,164.54,94.83,101.72799,210.7570309
Female,158.32,61.73,86.59555,186.7770042
Female,152.11,74.35,90.07382,192.375898
Female,145.06,57.81,81.45969,178.4057259
Female,132.34,62.1,79.80948,175.6881966
Male,165.12,71.28,92.298,195.9277458
Male,156.46,80.07,93.56331,197.9387882
Female,165.38,77.63,94.95187,200.1379125
Female,183.45,41.48,85.06351,184.2931522
Female,147.79,71.53,87.77264,188.6779265
Female,129.37,48.94,73.66037,165.4349049
Male,178.6,81.19,99.93053,207.9578732
Male,179.35,85.38,101.83611,210.9250085
Female,137.87,56.96,79.19401,174.6710676
Female,131.37,53.39,76.00552,169.3696441
Female,166.31,64.72,89.94581,192.1708128
Female,148.83,48.25,78.57536,173.6466897
Female,159.57,67.11,89.11896,190.8443497
Male,165.87,38.47,79.14458,174.5892937
Male,155.4,72.91,90.36617,192.844
Male,175.57,95.11,104.78696,215.4924977
Male,149.07,89.64,95.48517,200.9803824
Female,169.15,60.14,88.84003,190.3961869
Female,164.52,68.49,91.00227,193.8611985
Female,157.39,43.13,78.77704,173.9808578
Male,182.04,76.31,98.86285,206.2892366
Male,171.58,63.89,91.01509,193.8816809
Female,152.16,72.59,89.37085,191.2487655
Female,135.1,53.83,77.18051,171.3296221
Female,142.13,53.33,78.85402,174.1083513
Female,155.4,56.58,83.71986,182.1055132
Male,178.95,103.14,108.95763,221.893694
Male,169.83,91.84,101.92349,211.0607313
Male,175.77,59.8,90.46919,193.0088622
Female,149.79,57.99,82.79586,180.5960263
Female,162.65,71.9,91.89085,195.2791723
Female,149.72,67.36,86.59076,186.7692555
Male,174.59,60.11,90.2803,192.7065468
Male,160.15,72.71,91.55302,194.7404773
Male,157.54,49.73,81.50329,178.4773377
Male,177.98,80.79,99.60219,207.4451997
Male,166.71,72.02,93.02371,197.0820024
Male,165.14,86.62,98.54672,205.7943061
Female,149.26,88.15,94.92947,200.1025007
Female,155.42,60.01,85.12121,184.3869011
Female,150.2,66.95,86.55205,186.7066313
Female,163.08,72.41,92.21323,195.7927697
Male,171.12,70.76,93.68836,198.1371682
Female,156.12,42.67,78.25073,173.1083522
Male,193.06,42.11,87.88579,188.8603194
Male,161.03,58.15,85.86206,185.589201
Male,157.57,66.52,88.34483,189.5996707
Female,163.5,37.84,78.25538,173.1160673
Female,138.21,63.31,81.86924,179.0780238
Female,156.25,70.75,89.714,191.7992433
Female,141.4,49.96,77.28752,171.5077514
Male,157.67,69.14,89.43787,191.3563198
Male,154.06,98.67,100.49271,208.8346903
Male,189.54,69.71,98.17915,205.2183422
Male,152.28,71.21,88.84123,190.3981157
Male,178.1,73.74,96.76488,202.9971992
Male,188.96,90.96,106.67304,218.3950185
Female,156.8,57.77,84.57799,183.5036656
Female,151.63,62.21,85.00468,184.197551
Male,175.45,50.52,86.60679,186.7951865
Male,196.11,63.62,97.45471,204.0815994
Male,173.26,65.76,92.22474,195.8110985
Male,182.25,89.12,104.13259,214.4824327
Male,185.28,86.39,103.83049,214.0155856
Female,154.64,77,91.82788,195.1787996
Female,162.12,67.76,90.06436,192.3607446
Female,136.01,53.12,77.13451,171.2530314
Male,177.55,54.27,88.69374,190.1609991
Female,140.62,66.88,83.9657,182.5064253
Female,158.53,73.55,91.46236,194.5958287
Male,173.46,53.29,87.20285,187.7585546
Female,157.65,60.89,86.07478,185.9339369
Female,147.25,53.27,80.19664,176.3270143
Female,141.31,65.74,83.68595,182.0501902
Male,179.53,79.24,99.38519,207.1061418
Male,162.25,87.46,98.11697,205.120856
Male,171.9,88.18,100.98656,209.6039236
Female,149.29,61.14,83.94441,182.4717175
Female,149.6,50.84,79.83508,175.7304607
Female,159.68,80.48,94.58992,199.5654555
Female,151.01,50.81,80.19934,176.3314666
Male,174.17,102.25,107.31914,219.3863547
Male,167.32,99.06,104.19186,214.5739852
Female,134.6,74.57,85.48819,184.9827858
Female,148.31,67.79,86.3893,186.443261
Female,141.87,76.93,88.3898,189.6720497
Female,159.5,85.03,96.39371,202.4129274
Female,148.37,62.08,84.08135,182.694924
Male,161.83,79.84,94.90349,200.0614268
Male,171,52.49,86.22043,186.1698558
Female,149.52,67.54,86.61062,186.8013819
Female,155.06,70.51,89.29859,191.1327794
Female,135.5,71.46,84.46272,183.316063
Female,135.8,56.39,78.40933,173.37143
Male,182.86,76.27,99.06551,206.6063112
Male,178.14,80.12,99.37222,207.0858706
Male,171.77,93.97,103.30838,213.2079466
Female,148.75,43.26,76.52307,170.2338859
Female,136.51,55.15,78.09422,172.8486105
Female,131.43,62.21,79.61128,175.360865
Male,180.85,63.26,93.23377,197.4156865
Female,151.63,59.88,84.05637,182.6542144
Female,154.42,75.35,91.09759,194.013473
Female,133.28,57.54,78.20454,173.0317095
Male,169.34,69.36,92.6433,196.4772344
Male,165.69,82.91,97.1836,203.655649
Male,172.72,88.53,101.34795,210.166238
Male,170.44,50.36,85.204,184.5213876
Male,170.81,41.76,81.80259,178.9686717
Male,166.55,65.14,90.18083,192.5472832
Female,155.8,74.14,90.97358,193.8153582
Female,151.05,92.23,97.06796,203.4738726
Female,142.53,53.32,78.95675,174.2784432
Female,155.3,44.99,78.97603,174.3103593
Female,154.55,55.49,83.04928,181.0104416
Male,173,71.54,94.50778,199.4354674
Male,175.51,51.4,86.98097,187.4001391
Male,172.35,67.7,92.77135,196.6808749
Male,167.55,56.36,86.87437,187.2278608
Female,161.23,52.3,83.53451,181.8030526
Female,140.62,50.26,77.20136,171.364334
Female,142.37,84.38,91.55545,194.7443539
Male,168.09,61.37,89.05762,190.7458235
Male,156.23,85.74,95.80959,201.4923028
Female,140.52,66.78,83.8983,182.3965396
Female,138.45,85.12,90.80999,193.5539082
Female,164.43,54.9,85.44711,184.9161139
Female,143.33,65.87,84.2782,183.0156222
Female,145.96,52.52,79.54696,175.2545953
Female,153.83,68.44,88.12769,189.2500548
Female,139.27,59.27,80.50798,176.8401691
Female,151.55,82.1,93.07855,197.1691349
Male,173.22,67.86,93.06876,197.153581
Male,169.5,83.96,98.62822,205.9219397
Male,176.44,75.41,97.00135,203.3691427
Female,163.37,58.71,86.71476,186.9698131
Female,147.27,73.64,88.49257,189.8374231
Female,142.66,45.85,75.95117,169.2788014
Female,156.21,40.6,77.43227,171.7486047
Female,144.44,64.88,84.17164,182.8420432
Male,178.09,93.11,104.6458,215.2747412
Male,186.9,81.29,102.18733,211.4703641
Female,155.25,87.8,96.38635,202.4013361
Female,145.85,67.64,85.67143,185.2800828
Female,141.14,75.46,87.5966,188.3940408
Female,150.34,48.77,79.19017,174.6647154
Male,158.38,73.41,91.36533,194.4409769
Female,151.56,75.46,90.37874,192.8641182
Female,147.34,63.06,84.2052,182.8967161
Female,144.29,59.55,81.96228,179.2306366
Female,151.1,39.99,75.81963,169.058873
Male,188.86,49.85,89.91457,192.120752
Female,147.3,53.61,80.34837,176.5771599
Male,158.1,75.6,92.1819,195.7428762
Male,187.53,85.84,104.20739,214.5979718
Male,155.62,76.82,92.01628,195.4790537
Male,176.48,64.8,92.69376,196.5574903
Female,153.65,62.93,85.83706,185.5486717
Female,171.35,85.59,99.78558,207.7315988
Male,180.6,99.77,108.02659,220.4701129
Female,144.87,82.94,91.63687,194.8742286
Female,137.33,40.81,72.47678,163.4371919
Male,175.78,57.71,89.62123,191.6504746
Male,164.57,59.26,87.25901,187.8492369
Male,162.94,94.85,101.30893,210.105548
Male,165.06,51.41,84.19489,182.8799206
Male,164.72,78.83,95.26405,200.6312157
Female,140.45,43.77,74.51454,166.871624
Female,154.23,68.98,88.45427,189.7757979
Female,155.02,79.61,92.99161,197.0309944
Male,167.32,78.06,95.64486,201.2324204
Male,163.14,69.95,91.22803,194.2217874
Female,142.24,63.34,82.95746,180.8603258
Female,170.91,80.03,97.40518,204.0038032
Male,165.61,94.66,101.94449,211.0933452
Male,162.55,73.56,92.53977,196.3125371
Male,166.32,103.17,105.59763,216.7416386
Female,146.83,46.41,77.29248,171.5160063
Female,166.39,62.47,89.05142,190.7358639
Female,151.97,46.15,78.55904,173.6196394
Female,142.25,66.03,84.05496,182.6519165
Female,135.55,75.2,85.99825,185.8099363
Female,145.13,58.15,81.61676,178.6636642
Female,141.76,63.19,82.76825,180.5508568
Female,146.26,75.2,88.85782,190.424781
Female,134.11,62.53,80.45708,176.756309
Female,159.7,53.67,83.68359,182.0463397
Male,180.67,98.65,107.58944,219.8006434
Male,163.02,53.42,84.46828,183.3251134
Male,165.25,76.28,94.36771,199.2137388
Male,191.6,25.9,80.8985,177.4831287
Male,159.04,45.79,80.30021,176.497775
Male,201.68,62.71,98.57153,205.8331627
Male,171.82,79.04,97.24522,203.7524884
Male,167.47,55.73,86.5966,186.7787027
Female,158.62,72.68,91.1323,194.0689126
Female,158.88,58.94,85.60954,185.1796874
Female,128.9,60.13,78.08921,172.8402939
Male,162.22,66.22,89.46428,191.3986972
Male,171.04,71.29,93.88271,198.4453547
Male,162.81,68.77,90.65966,193.3135466
